title	type	url_slug	venue	date	location	talk_url	description
NepoIP/MM: Toward accurate biomolecular simulation with a machine learning/molecular mechanics model incorporating polarization effects	Conference Talk	NepoIPMM	Georgia World Congress Center	3/23/2026	"Atlanta, Georgia"	https://scimeetings.acs.org/exhibit/NepoIPMM-Toward-accurate-biomolecular-simulation/4419171	ACS Spring 2026
